   No. Symbol            Name   Type Period  Group      Mass         K        L1        L2        L3        Ka       Ka1       Ka2        Kb       Kb1       La1       Lb1       Lb2       Lg1       Lg2       Lg3       Lg4        Ll
    84     Po        Polonium      6      6     16  208.9824   93.1000   16.9380   16.2430   13.8130   78.4600   79.2790   76.8680   90.2430   89.8090   92.3860   11.1290   13.4450   13.3380   15.7400   16.0700    0.0000    0.0000
    85     At        Astatine      8      6     17  209.9871   95.7240   17.4920   16.7840   14.2130   80.6360   81.4990   78.9560   92.7540   92.3190   94.9760   11.4250   13.8740   13.7050   16.2480    0.0000    0.0000    0.0000
    86     Rn           Radon      9      6     18  222.0176   97.3980   18.0480   17.3360   14.6190   82.8550   83.7680   81.0800   95.3150   94.8770   97.6150   11.7250   14.3130   14.0770   16.7680    0.0000    0.0000    0.0000
    87     Fr        Francium      0      7      1  223.0197  101.1300   18.6380   17.9050   15.0300   85.1240   86.0890   83.2430   97.9300   97.4830  100.3050   12.0290   14.7680   14.4480   17.3010    0.0000    0.0000    0.0000
    88     Ra          Radium      1      7      2  226.0254  103.9200   19.2360   18.4830   15.4430   87.4370   88.4540   85.4460  100.5230  100.1360  103.0480   12.3380   15.2330   14.8390   17.8450   18.1790   18.3570   19.0840
    89     Ac        Actinium      3      9      4  227.0278  106.7500   19.8390   19.0820   15.8700   89.7900   90.8680   87.8610  103.3100  102.8460  105.8380   12.6500   15.7100   15.2270   18.4050    0.0000    0.0000    0.0000
    90     Th         Thorium      3      9      5  232.0381  109.6400   20.4710   19.6920   16.2990   92.1900   93.3340   89.9420  106.0770  105.5920  108.6710   12.9670   16.1990   15.6210   18.9770   19.3050   19.5070   20.2920
    91     Pa    Protactinium      3      9      6  231.0359  112.5900   21.1030   20.3130   16.7320   94.6430   95.8520   92.2710  108.9060  108.4080  111.5750   13.2880   16.6990   16.0220   19.5590   19.8720   20.0980   20.8820
    92      U         Uranium      3      9      7  238.0289  115.6000   21.7560   20.9460   17.1650   97.1430   98.4220   94.6490  111.7860  111.2890  114.5490   13.6120   17.2170   16.4250   20.1630   20.4850   20.7130   21.5620
    93     Np       Neptunium      3      9      8  237.0482  118.6700   22.4250   21.5990   17.6090   99.6930  101.0050   97.0230  114.7200  114.1810  117.5330   13.9420   17.7470   16.8370   20.7740   21.1100   21.3400   22.2000
    94     Pu       Plutonium      3      9      9  244.0642  121.8100   23.0960   22.2650   18.0560  102.2950  103.6530   99.4570  117.7160  117.1460  120.5920   14.2760   18.2910   17.2520   21.4010   21.7250   21.9820   22.8910
    95     Am       Americium      3      9     10  243.0614    0.0000    0.0000    0.0000    0.0000  104.9520  106.3510  101.9320  120.7750  120.1630  123.7060   14.6150   18.8490   17.6730   22.0420   22.3610    0.0000    0.0000
    96     Cm          Curium      3      9     11  247.0703    0.0000    0.0000    0.0000    0.0000  107.6700  109.0980  104.4480  123.9030  123.2350  126.8750   14.9610   19.3930   18.1060   22.6990    0.0000    0.0000    0.0000
    97     Bk       Berkelium      3      9     12  247.0703    0.0000    0.0000    0.0000    0.0000  110.4500  111.5950  107.0230  127.1020  126.3620  130.1010   15.3090   19.9710   18.5400   23.3700    0.0000    0.0000    0.0000
    98     Cf     Californium      3      9     13  251.0796    0.0000    0.0000    0.0000    0.0000  113.2980  114.7450  109.6030  130.3770  129.5440  133.3830   15.5610   20.5620   18.9800   24.0560    0.0000    0.0000    0.0000
    99     Es     Einsteinium      3      9     14  252.0829    0.0000    0.0000    0.0000    0.0000  116.2170  117.6460  112.2440  133.7300  132.7810  136.7240   16.0180   21.1660   19.4250   24.7580    0.0000    0.0000    0.0000
   100     Fm         Fermium      3      9     15  257.0951    0.0000    0.0000    0.0000    0.0000  119.2100  120.5960  114.9260  137.1670  136.0750  140.1220   16.3790   21.7850   19.8790   25.4750    0.0000    0.0000    0.0000
   101     Md     Mendelevium      3      9     16  258.0986    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   102     No        Nobelium      3      9     17  259.1009    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   103     Lr      Lawrencium      3      9     18  260.1053    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   104     Rf   Rutherfordium      4      7      4  261.1087    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   105     Db         Dubnium      4      7      5  262.1138    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   106     Sg      Seaborgium      4      7      6  263.1182    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   107     Bh         Bohrium      4      7      7  262.1229    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   108     Hs         Hassium      4      7      8  265.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   109     Mt      Meitnerium      4      7      9  266.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   110     Ds    Darmstadtium      4      7     10  269.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   111     Rg     Roentgenium      4      7     11  272.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   112    Uub        Ununbium     11      7     12  285.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   113    Uut       Ununtrium     11      7     13  284.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   114    Uuq     Ununquadium     11      7     14  289.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   115    Uup     Ununpentium     11      7     15  288.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   116    Uuh      Ununhexium     11      7     16  292.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   117    Uus     Ununseptium     11      7     17  293.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
   118    Uuo      Ununoctium     11      7     18  294.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000
